기간	자치구	행정동	구분	계	0~4세	5~9세	10~14세	15~19세	20~24세	25~29세	30~34세	35~39세	40~44세	45~49세	50~54세	55~59세	60~64세	65~69세	70~74세	75~79세	80~84세	85~89세	90~94세	95~99세	100세 이상
2018	노원구	공릉1동	한국인	38,939	1,210	1,297	1,357	1,755	3,380	3,438	2,928	3,199	2,732	3,032	2,895	3,228	2,925	2,040	1,405	1,083	600	284	108	28	15
2018	노원구	공릉1동	외국인	1,051	12	3	6	177	451	154	73	42	24	27	28	36	15	3	-	-	-	-	-	-	-
2018	은평구	소계	계	487,666	15,632	17,981	18,854	24,311	31,112	35,063	32,922	40,100	37,090	43,769	38,801	40,017	34,594	24,490	20,540	16,795	9,489	3,900	1,419	403	384
2018	은평구	소계	한국인	483,197	15,508	17,891	18,788	24,117	30,784	34,533	32,292	39,570	36,709	43,386	38,370	39,602	34,384	24,415	20,503	16,773	9,474	3,894	1,417	403	384
2018	은평구	소계	외국인	4,469	124	90	66	194	328	530	630	530	381	383	431	415	210	75	37	22	15	6	2	-	-
2018	은평구	녹번동	계	34,901	1,234	1,154	1,045	1,404	2,105	2,559	2,662	3,101	2,555	2,925	2,743	2,945	2,541	1,841	1,567	1,327	714	303	125	33	18
2018	은평구	녹번동	한국인	34,500	1,225	1,149	1,040	1,401	2,073	2,516	2,604	3,058	2,525	2,888	2,696	2,914	2,504	1,829	1,564	1,325	713	301	124	33	18
2018	은평구	녹번동	외국인	401	9	5	5	3	32	43	58	43	30	37	47	31	37	12	3	2	1	2	1	-	-
2018	은평구	불광1동	계	41,585	1,459	1,518	1,353	1,755	2,620	2,999	2,788	3,395	3,112	3,544	3,371	3,611	2,979	2,122	1,871	1,562	934	408	125	34	25
2018	은평구	불광1동	한국인	41,260	1,447	1,512	1,349	1,751	2,598	2,965	2,736	3,353	3,088	3,525	3,334	3,574	2,960	2,116	1,868	1,560	933	407	125	34	25
2018	은평구	불광1동	외국인	325	12	6	4	4	22	34	52	42	24	19	37	37	19	6	3	2	1	1	-	-	-
2018	은평구	갈현1동	계	25,191	618	678	769	1,273	1,839	2,089	1,823	1,813	1,639	2,254	2,066	2,290	1,936	1,366	1,168	825	449	195	71	16	14
2018	은평구	갈현1동	한국인	24,899	613	673	767	1,270	1,816	2,053	1,768	1,776	1,606	2,225	2,043	2,268	1,926	1,362	1,164	825	449	194	71	16	14
2018	은평구	갈현1동	외국인	292	5	5	2	3	23	36	55	37	33	29	23	22	10	4	4	-	-	1	-	-	-
2018	은평구	갈현2동	계	30,692	987	946	1,139	1,922	2,236	2,203	2,114	2,493	2,304	2,802	2,574	2,427	2,015	1,447	1,203	978	569	224	75	17	17
2018	은평구	갈현2동	한국인	30,301	978	943	1,124	1,796	2,220	2,168	2,082	2,462	2,280	2,783	2,544	2,393	2,005	1,444	1,202	978	566	224	75	17	17
2018	은평구	갈현2동	외국인	391	9	3	15	126	16	35	32	31	24	19	30	34	10	3	1	-	3	-	-	-	-
2018	은평구	구산동	계	34,132	1,060	1,187	1,327	1,841	2,264	2,335	2,044	2,595	2,400	3,169	2,866	2,931	2,543	1,782	1,499	1,158	708	270	101	33	19
2018	은평구	구산동	한국인	33,894	1,054	1,180	1,323	1,831	2,250	2,294	2,016	2,570	2,390	3,144	2,839	2,907	2,531	1,781	1,497	1,157	707	270	101	33	19
2018	은평구	구산동	외국인	238	6	7	4	10	14	41	28	25	10	25	27	24	12	1	2	1	1	-	-	-	-
2018	은평구	대조동	계	32,608	886	876	932	1,412	2,308	2,885	2,609	2,796	2,337	2,780	2,529	2,640	2,311	1,621	1,418	1,243	662	238	83	20	22
2018	은평구	대조동	한국인	32,186	874	863	928	1,407	2,274	2,839	2,555	2,744	2,303	2,744	2,484	2,591	2,287	1,613	1,415	1,241	661	238	83	20	22
2018	은평구	대조동	외국인	422	12	13	4	5	34	46	54	52	34	36	45	49	24	8	3	2	1	-	-	-	-
2018	은평구	응암1동	계	26,185	844	1,026	1,175	1,550	1,526	1,881	1,802	2,313	2,187	2,349	1,991	1,899	1,697	1,211	1,066	857	498	193	79	32	9
2018	은평구	응암1동	한국인	25,882	839	1,020	1,174	1,545	1,484	1,835	1,758	2,279	2,159	2,335	1,961	1,869	1,685	1,208	1,063	857	498	193	79	32	9
2018	은평구	응암1동	외국인	303	5	6	1	5	42	46	44	34	28	14	30	30	12	3	3	-	-	-	-	-	-
2018	은평구	응암2동	계	21,086	1,087	1,228	938	1,000	1,110	1,111	1,390	2,248	2,030	1,938	1,536	1,385	1,255	901	733	625	343	141	56	16	15
2018	은평구	응암2동	한국인	20,878	1,083	1,219	931	995	1,100	1,092	1,361	2,220	2,007	1,920	1,513	1,371	1,246	900	730	622	340	141	56	16	15
2018	은평구	응암2동	외국인	208	4	9	7	5	10	19	29	28	23	18	23	14	9	1	3	3	3	-	-	-	-
2018	은평구	신사1동	계	28,926	985	949	991	1,420	1,855	2,186	2,111	2,503	2,118	2,516	2,249	2,482	2,118	1,451	1,181	981	499	225	82	16	8
2018	은평구	신사1동	한국인	28,693	974	945	988	1,418	1,841	2,150	2,079	2,474	2,098	2,491	2,229	2,460	2,110	1,445	1,181	981	499	225	81	16	8
2018	은평구	신사1동	외국인	233	11	4	3	2	14	36	32	29	20	25	20	22	8	6	-	-	-	-	1	-	-
2018	은평구	신사2동	계	22,247	656	754	881	1,118	1,501	1,586	1,446	1,761	1,580	1,983	1,856	1,955	1,718	1,177	893	689	426	170	70	17	10
2018	은평구	신사2동	한국인	22,086	651	750	876	1,117	1,493	1,563	1,415	1,744	1,567	1,965	1,846	1,941	1,712	1,173	893	687	426	170	70	17	10
2018	은평구	신사2동	외국인	161	5	4	5	1	8	23	31	17	13	18	10	14	6	4	-	2	-	-	-	-	-
2018	은평구	증산동	계	16,412	435	535	588	785	1,043	1,117	1,008	1,233	1,154	1,417	1,325	1,507	1,383	912	788	637	325	135	58	17	10
2018	은평구	증산동	한국인	16,297	433	533	586	779	1,033	1,104	990	1,220	1,145	1,408	1,313	1,498	1,379	908	788	636	325	134	58	17	10
2018	은평구	증산동	외국인	115	2	2	2	6	10	13	18	13	9	9	12	9	4	4	-	1	-	1	-	-	-
2018	은평구	수색동	계	11,266	322	257	332	480	703	815	716	843	681	904	964	1,117	1,035	684	535	452	244	124	38	15	5
2018	은평구	수색동	한국인	11,169	320	254	330	478	698	806	699	829	672	897	960	1,107	1,027	681	534	452	243	124	38	15	5
2018	은평구	수색동	외국인	97	2	3	2	2	5	9	17	14	9	7	4	10	8	3	1	-	1	-	-	-	-
2018	은평구	진관동	계	56,487	1,992	3,631	4,016	3,319	3,200	3,338	3,059	4,330	5,465	5,793	4,109	3,814	3,342	2,219	1,810	1,434	855	390	162	45	164
2018	은평구	진관동	한국인	56,253	1,988	3,630	4,016	3,317	3,177	3,304	3,025	4,290	5,434	5,777	4,089	3,801	3,335	2,214	1,808	1,434	854	389	162	45	164
2018	은평구	진관동	외국인	234	4	1	-	2	23	34	34	40	31	16	20	13	7	5	2	-	1	1	-	-	-
2018	은평구	불광2동	계	29,914	768	719	843	1,373	1,978	2,392	2,155	2,259	1,914	2,657	2,502	2,671	2,352	1,737	1,383	1,182	640	267	87	22	13
2018	은평구	불광2동	한국인	29,612	758	714	840	1,369	1,966	2,359	2,115	2,227	1,888	2,623	2,470	2,631	2,337	1,727	1,381	1,179	639	267	87	22	13
2018	은평구	불광2동	외국인	302	10	5	3	4	12	33	40	32	26	34	32	40	15	10	2	3	1	-	-	-	-
2018	은평구	응암3동	계	26,417	576	697	759	1,237	1,663	1,966	1,655	1,942	1,780	2,309	2,165	2,342	2,077	1,550	1,365	1,223	713	269	84	28	17
2018	은평구	응암3동	한국인	26,079	563	685	751	1,230	1,624	1,936	1,618	1,908	1,744	2,275	2,130	2,310	2,067	1,547	1,359	1,221	713	269	84	28	17
2018	은평구	응암3동	외국인	338	13	12	8	7	39	30	37	34	36	34	35	32	10	3	6	2	-	-	-	-	-
2018	은평구	역촌동	계	49,617	1,723	1,826	1,766	2,422	3,161	3,601	3,540	4,475	3,834	4,429	3,955	4,001	3,292	2,469	2,060	1,622	910	348	123	42	18
2018	은평구	역촌동	한국인	49,208	1,708	1,821	1,765	2,413	3,137	3,549	3,471	4,416	3,803	4,386	3,919	3,967	3,273	2,467	2,056	1,618	908	348	123	42	18
2018	은평구	역촌동	외국인	409	15	5	1	9	24	52	69	59	31	43	36	34	19	2	4	4	2	-	-	-	-
2018	서대문구	소계	계	323,080	10,301	11,186	11,246	15,351	27,283	27,975	22,459	24,796	22,926	27,429	25,158	25,210	21,304	14,849	12,907	11,353	6,822	2,891	1,055	330	249
2018	서대문구	소계	한국인	310,313	10,152	11,028	11,056	14,457	22,754	25,673	21,436	24,090	22,407	26,912	24,683	24,674	20,946	14,674	12,802	11,298	6,776	2,872	1,048	328	247
2018	서대문구	소계	외국인	12,767	149	158	190	894	4,529	2,302	1,023	706	519	517	475	536	358	175	105	55	46	19	7	2	2
2018	서대문구	천연동	계	19,044	754	775	767	902	1,190	1,216	1,234	1,473	1,469	1,815	1,531	1,531	1,218	852	777	748	478	198	71	19	26
2018	서대문구	천연동	한국인	18,787	751	766	760	894	1,162	1,185	1,204	1,453	1,449	1,792	1,505	1,506	1,200	846	777	746	478	197	71	19	26
2018	서대문구	천연동	외국인	257	3	9	7	8	28	31	30	20	20	23	26	25	18	6	-	2	-	1	-	-	-
2018	서대문구	홍제1동	계	23,123	768	783	834	1,139	1,484	1,521	1,499	1,778	1,692	2,071	1,848	1,939	1,763	1,182	1,017	930	533	232	74	24	12
2018	서대문구	홍제1동	한국인	22,831	763	782	830	1,128	1,451	1,493	1,466	1,753	1,677	2,050	1,817	1,892	1,744	1,177	1,012	927	531	229	73	24	12
2018	서대문구	홍제1동	외국인	292	5	1	4	11	33	28	33	25	15	21	31	47	19	5	5	3	2	3	1	-	-
2018	서대문구	홍제3동	계	16,616	435	436	531	849	1,149	1,073	972	1,111	1,038	1,505	1,457	1,392	1,343	932	828	788	495	182	63	19	18
2018	서대문구	홍제3동	한국인	16,449	433	434	529	845	1,124	1,056	954	1,097	1,032	1,491	1,442	1,363	1,331	926	828	788	495	182	63	18	18
2018	서대문구	홍제3동	외국인	167	2	2	2	4	25	17	18	14	6	14	15	29	12	6	-	-	-	-	-	1	-
2018	서대문구	홍제2동	계	14,934	465	540	526	723	914	1,031	961	1,080	1,020	1,333	1,293	1,404	1,061	748	682	587	350	138	54	20	4
2018	서대문구	홍제2동	한국인	14,814	462	537	523	720	900	1,017	951	1,073	1,006	1,322	1,285	1,398	1,049	742	680	586	347	138	54	20	4
2018	서대문구	홍제2동	외국인	120	3	3	3	3	14	14	10	7	14	11	8	6	12	6	2	1	3	-	-	-	-
2018	서대문구	홍은1동	계	24,131	699	796	864	1,291	1,631	1,597	1,410	1,630	1,602	2,120	2,148	2,126	1,858	1,300	1,081	971	614	252	94	32	15
2018	서대문구	홍은1동	한국인	23,814	693	793	858	1,267	1,547	1,558	1,377	1,609	1,594	2,103	2,126	2,102	1,841	1,297	1,078	969	612	249	94	32	15
2018	서대문구	홍은1동	외국인	317	6	3	6	24	84	39	33	21	8	17	22	24	17	3	3	2	2	3	-	-	-
2018	서대문구	홍은2동	계	29,004	744	918	1,079	1,542	2,233	2,195	1,887	2,035	2,062	2,667	2,389	2,438	2,102	1,367	1,211	1,049	660	273	101	33	19
2018	서대문구	홍은2동	한국인	28,321	727	910	1,063	1,485	2,068	2,112	1,828	1,990	2,022	2,619	2,347	2,396	2,083	1,351	1,197	1,046	654	270	101	33	19
2018	서대문구	홍은2동	외국인	683	17	8	16	57	165	83	59	45	40	48	42	42	19	16	14	3	6	3	-	-	-
2018	서대문구	남가좌1동	계	17,199	978	1,423	759	700	979	981	1,013	1,847	1,737	1,444	1,188	1,128	936	684	550	434	247	111	40	7	13
2018	서대문구	남가좌1동	한국인	16,811	969	1,410	745	662	871	944	990	1,820	1,712	1,421	1,168	1,108	920	676	546	432	247	110	40	7	13
2018	서대문구	남가좌1동	외국인	388	9	13	14	38	108	37	23	27	25	23	20	20	16	8	4	2	-	1	-	-	-
2018	서대문구	남가좌2동	계	24,989	891	891	873	1,271	2,111	1,896	1,637	1,989	1,742	2,181	1,970	1,852	1,624	1,199	1,049	895	538	227	101	31	21
2018	서대문구	남가좌2동	한국인	24,291	886	888	866	1,193	1,835	1,789	1,584	1,954	1,723	2,153	1,938	1,830	1,606	1,196	1,043	890	538	226	101	31	21
2018	서대문구	남가좌2동	외국인	698	5	3	7	78	276	107	53	35	19	28	32	22	18	3	6	5	-	1	-	-	-
2018	서대문구	북가좌1동	계	19,311	860	829	1,053	969	1,119	1,213	1,214	1,618	1,640	1,828	1,480	1,526	1,195	864	735	606	337	148	56	12	9
2018	서대문구	북가좌1동	한국인	19,150	856	825	1,053	963	1,105	1,184	1,200	1,597	1,627	1,806	1,469	1,517	1,189	861	734	604	336	148	55	12	9
2018	서대문구	북가좌1동	외국인	161	4	4	-	6	14	29	14	21	13	22	11	9	6	3	1	2	1	-	1	-	-
2018	서대문구	북가좌2동	계	34,237	945	1,101	1,167	1,687	2,404	2,567	2,166	2,658	2,577	2,986	2,798	2,960	2,487	1,835	1,569	1,232	697	286	84	22	9
2018	서대문구	북가좌2동	한국인	33,921	940	1,099	1,164	1,676	2,379	2,535	2,127	2,618	2,550	2,965	2,765	2,925	2,461	1,823	1,566	1,232	696	286	83	22	9
2018	서대문구	북가좌2동	외국인	316	5	2	3	11	25	32	39	40	27	21	33	35	26	12	3	-	1	-	1	-	-
2018	서대문구	충현동	계	18,291	392	477	536	792	1,328	1,607	1,364	1,353	1,236	1,556	1,590	1,599	1,403	873	754	660	401	214	81	43	32
2018	서대문구	충현동	한국인	17,857	378	468	530	776	1,255	1,563	1,295	1,297	1,201	1,531	1,562	1,563	1,391	866	752	660	399	214	81	43	32
2018	서대문구	충현동	외국인	434	14	9	6	16	73	44	69	56	35	25	28	36	12	7	2	-	2	-	-	-	-
2018	서대문구	북아현동	계	17,832	822	709	509	707	1,341	1,436	1,555	1,672	1,391	1,456	1,562	1,382	1,045	680	566	494	293	132	42	13	25
2018	서대문구	북아현동	한국인	17,393	811	695	502	685	1,273	1,377	1,509	1,630	1,363	1,424	1,525	1,345	1,025	672	560	494	292	131	42	13	25
2018	서대문구	북아현동	외국인	439	11	14	7	22	68	59	46	42	28	32	37	37	20	8	6	-	1	1	-	-	-
2018	서대문구	신촌동	계	23,917	627	388	397	1,010	5,639	4,934	2,304	1,447	1,063	1,100	1,059	1,004	801	603	535	477	308	118	59	24	20
2018	서대문구	신촌동	한국인	18,522	611	379	388	560	2,733	3,654	1,962	1,313	985	1,052	1,025	967	779	592	523	474	306	117	59	24	19
2018	서대문구	신촌동	외국인	5,395	16	9	9	450	2,906	1,280	342	134	78	48	34	37	22	11	12	3	2	1	-	-	1
2018	서대문구	연희동	계	40,452	921	1,120	1,351	1,769	3,761	4,708	3,243	3,105	2,657	3,367	2,845	2,929	2,468	1,730	1,553	1,482	871	380	135	31	26
2018	서대문구	연희동	한국인	37,352	872	1,042	1,245	1,603	3,051	4,206	2,989	2,886	2,466	3,183	2,709	2,762	2,327	1,649	1,506	1,450	845	375	131	30	25
2018	서대문구	연희동	외국인	3,100	49	78	106	166	710	502	254	219	191	184	136	167	141	81	47	32	26	5	4	1	1
2018	마포구	소계	계	386,359	14,004	14,110	14,540	17,097	28,447	36,110	33,782	35,386	30,991	33,886	28,020	27,091	22,062	15,264	13,072	11,124	6,664	3,042	1,007	364	296
2018	마포구	소계	한국인	375,077	13,805	13,941	14,386	16,562	25,528	34,033	32,513	34,450	30,360	33,309	27,392	26,506	21,748	15,114	13,007	11,089	6,647	3,028	1,003	361	295
2018	마포구	소계	외국인	11,282	199	169	154	535	2,919	2,077	1,269	936	631	577	628	585	314	150	65	35	17	14	4	3	1
2018	마포구	용강동	계	22,647	1,035	1,367	1,188	876	1,099	1,457	1,794	2,256	2,370	2,131	1,588	1,524	1,223	810	672	599	396	193	49	11	9
2018	마포구	용강동	한국인	22,081	1,011	1,350	1,181	871	1,062	1,388	1,699	2,181	2,319	2,083	1,538	1,479	1,205	797	664	597	394	193	49	11	9
2018	마포구	용강동	외국인	566	24	17	7	5	37	69	95	75	51	48	50	45	18	13	8	2	2	-	-	-	-
2018	마포구	대흥동	계	13,661	216	265	293	550	2,101	1,995	1,121	959	862	966	853	920	710	528	427	448	241	117	41	29	19
2018	마포구	대흥동	한국인	11,755	200	252	287	421	1,242	1,576	970	881	817	931	797	853	693	520	425	446	240	116	41	28	19
2018	마포구	대흥동	외국인	1,906	16	13	6	129	859	419	151	78	45	35	56	67	17	8	2	2	1	1	-	1	-
2018	마포구	염리동	계	13,063	476	474	556	587	1,195	1,244	906	1,091	1,051	1,164	988	893	652	507	468	419	231	106	25	18	12
2018	마포구	염리동	한국인	12,088	465	461	540	566	858	936	841	1,043	1,030	1,134	945	856	636	502	465	418	231	106	25	18	12
2018	마포구	염리동	외국인	975	11	13	16	21	337	308	65	48	21	30	43	37	16	5	3	1	-	-	-	-	-
2018	마포구	신수동	계	21,806	846	781	897	1,076	1,654	1,720	1,646	1,917	1,741	2,061	1,602	1,583	1,289	837	791	666	406	191	61	27	14
2018	마포구	신수동	한국인	21,305	838	775	889	1,049	1,492	1,630	1,594	1,883	1,714	2,038	1,578	1,564	1,274	835	788	665	406	191	61	27	14
2018	마포구	신수동	외국인	501	8	6	8	27	162	90	52	34	27	23	24	19	15	2	3	1	-	-	-	-	-
2018	마포구	서교동	계	26,264	585	532	570	970	2,602	3,693	3,029	2,555	1,947	2,021	1,656	1,524	1,278	920	857	705	482	228	69	22	19
2018	마포구	서교동	한국인	24,559	570	525	555	830	1,973	3,321	2,839	2,453	1,890	1,966	1,602	1,489	1,254	913	857	703	481	228	69	22	19
2018	마포구	서교동	외국인	1,705	15	7	15	140	629	372	190	102	57	55	54	35	24	7	-	2	1	-	-	-	-
2018	마포구	합정동	계	19,535	954	479	463	674	1,457	2,284	2,234	1,987	1,409	1,347	1,275	1,316	1,091	800	666	545	330	147	49	12	16
2018	마포구	합정동	한국인	19,145	948	478	462	662	1,383	2,204	2,159	1,950	1,386	1,329	1,243	1,302	1,083	793	665	545	329	147	49	12	16
2018	마포구	합정동	외국인	390	6	1	1	12	74	80	75	37	23	18	32	14	8	7	1	-	1	-	-	-	-
2018	마포구	망원1동	계	22,125	674	633	663	898	1,447	2,102	2,122	2,154	1,723	1,871	1,631	1,603	1,355	1,018	880	708	399	168	54	15	7
2018	마포구	망원1동	한국인	21,760	669	628	661	895	1,418	2,053	2,047	2,114	1,700	1,844	1,591	1,564	1,336	1,012	879	707	399	167	54	15	7
2018	마포구	망원1동	외국인	365	5	5	2	3	29	49	75	40	23	27	40	39	19	6	1	1	-	1	-	-	-
2018	마포구	망원2동	계	19,641	680	752	825	996	1,184	1,550	1,497	1,788	1,692	1,805	1,474	1,358	1,237	901	759	615	312	137	44	21	14
2018	마포구	망원2동	한국인	19,453	677	750	821	992	1,172	1,528	1,472	1,768	1,677	1,786	1,452	1,337	1,225	900	758	613	312	136	43	20	14
2018	마포구	망원2동	외국인	188	3	2	4	4	12	22	25	20	15	19	22	21	12	1	1	2	-	1	1	1	-
2018	마포구	연남동	계	17,393	446	390	386	632	1,344	2,199	1,891	1,688	1,293	1,332	1,119	1,178	1,065	715	610	522	329	161	50	27	16
2018	마포구	연남동	한국인	16,315	432	373	365	581	1,151	2,052	1,775	1,591	1,221	1,264	1,066	1,107	992	677	591	510	325	153	47	26	16
2018	마포구	연남동	외국인	1,078	14	17	21	51	193	147	116	97	72	68	53	71	73	38	19	12	4	8	3	1	-
2018	마포구	성산1동	계	20,443	551	628	738	938	1,418	1,802	1,785	2,022	1,690	1,996	1,482	1,393	1,219	872	734	643	345	122	32	19	14
2018	마포구	성산1동	한국인	20,046	548	624	734	917	1,366	1,737	1,725	1,982	1,661	1,962	1,458	1,361	1,207	867	728	639	343	122	32	19	14
2018	마포구	성산1동	외국인	397	3	4	4	21	52	65	60	40	29	34	24	32	12	5	6	4	2	-	-	-	-
2018	마포구	성산2동	계	41,743	1,432	1,634	1,859	2,164	2,936	3,706	3,501	3,576	3,431	3,855	3,014	2,645	2,318	1,714	1,556	1,279	635	328	114	30	16
2018	마포구	성산2동	한국인	41,478	1,427	1,630	1,855	2,153	2,883	3,653	3,465	3,556	3,417	3,837	2,997	2,631	2,309	1,710	1,554	1,278	635	328	114	30	16
2018	마포구	성산2동	외국인	265	5	4	4	11	53	53	36	20	14	18	17	14	9	4	2	1	-	-	-	-	-
2018	마포구	상암동	계	33,550	1,219	2,143	2,529	2,036	1,990	2,247	1,924	2,826	3,257	3,694	2,381	1,969	1,686	1,153	927	756	478	219	78	23	15
2018	마포구	상암동	한국인	32,988	1,190	2,096	2,489	2,026	1,969	2,207	1,851	2,745	3,175	3,646	2,343	1,949	1,666	1,144	925	755	478	218	78	23	15
2018	마포구	상암동	외국인	562	29	47	40	10	21	40	73	81	82	48	38	20	20	9	2	1	-	1	-	-	-
2018	마포구	도화동	계	22,845	868	824	828	975	1,353	1,832	2,013	1,961	1,634	1,943	1,754	1,842	1,521	986	861	735	524	249	92	26	24
2018	마포구	도화동	한국인	22,557	863	824	824	972	1,332	1,782	1,987	1,926	1,604	1,916	1,728	1,814	1,504	975	859	734	523	248	92	26	24
2018	마포구	도화동	외국인	288	5	-	4	3	21	50	26	35	30	27	26	28	17	11	2	1	1	1	-	-	-
2018	마포구	서강동	계	25,622	957	1,019	829	1,114	2,377	2,692	2,142	2,384	2,049	2,168	1,799	1,861	1,329	885	712	631	380	198	57	22	17
2018	마포구	서강동	한국인	24,786	951	1,015	829	1,030	2,014	2,527	2,079	2,340	2,017	2,151	1,782	1,843	1,316	879	710	630	380	198	57	22	16
2018	마포구	서강동	외국인	836	6	4	-	84	363	165	63	44	32	17	17	18	13	6	2	1	-	-	-	-	1
2018	마포구	공덕동	계	40,506	1,423	1,114	1,132	1,668	2,846	3,721	3,611	3,372	2,786	3,554	3,454	3,470	2,594	1,741	1,485	1,251	788	299	124	33	40
2018	마포구	공덕동	한국인	39,740	1,396	1,096	1,121	1,661	2,799	3,645	3,513	3,271	2,714	3,489	3,360	3,373	2,569	1,722	1,479	1,251	786	298	124	33	40
2018	마포구	공덕동	외국인	766	27	18	11	7	47	76	98	101	72	65	94	97	25	19	6	-	2	1	-	-	-
2018	마포구	아현동	계	25,515	1,642	1,075	784	943	1,444	1,866	2,566	2,850	2,056	1,978	1,950	2,012	1,495	877	667	602	388	179	68	29	44
2018	마포구	아현동	한국인	25,021	1,620	1,064	773	936	1,414	1,794	2,497	2,766	2,018	1,933	1,912	1,984	1,479	868	660	598	385	179	68	29	44
2018	마포구	아현동	외국인	494	22	11	11	7	30	72	69	84	38	45	38	28	16	9	7	4	3	-	-	-	-
2018	양천구	소계	계	468,145	14,767	20,225	25,035	30,176	31,858	30,721	28,317	35,406	37,021	46,492	40,737	38,206	31,139	20,902	15,041	10,840	6,425	3,195	1,131	347	164
2018	양천구	소계	한국인	464,185	14,651	20,141	24,984	30,117	31,659	30,294	27,813	35,004	36,637	46,045	40,212	37,729	30,958	20,842	15,017	10,833	6,418	3,191	1,131	346	163
2018	양천구	소계	외국인	3,960	116	84	51	59	199	427	504	402	384	447	525	477	181	60	24	7	7	4	-	1	1
2018	양천구	목1동	계	32,458	1,046	2,027	2,745	2,652	2,055	1,673	1,475	2,233	3,180	4,127	2,738	2,191	1,578	1,005	721	495	285	152	61	17	2
2018	양천구	목1동	한국인	32,286	1,042	2,025	2,743	2,649	2,044	1,636	1,446	2,207	3,167	4,108	2,727	2,183	1,577	1,000	720	495	285	152	61	17	2
2018	양천구	목1동	외국인	172	4	2	2	3	11	37	29	26	13	19	11	8	1	5	1	-	-	-	-	-	-
2018	양천구	목2동	계	31,754	1,082	988	1,239	1,715	2,226	2,879	2,946	2,891	2,208	2,691	2,537	2,605	2,160	1,308	911	660	396	208	72	21	11
2018	양천구	목2동	한국인	31,504	1,075	982	1,236	1,713	2,214	2,847	2,908	2,859	2,190	2,668	2,498	2,584	2,153	1,305	907	659	394	208	72	21	11
2018	양천구	목2동	외국인	250	7	6	3	2	12	32	38	32	18	23	39	21	7	3	4	1	2	-	-	-	-
2018	양천구	목3동	계	23,231	920	628	675	1,083	1,632	2,119	2,196	2,150	1,600	1,827	1,888	1,982	1,615	1,039	766	509	335	187	47	19	14
2018	양천구	목3동	한국인	23,045	909	627	670	1,081	1,621	2,096	2,172	2,123	1,581	1,813	1,871	1,968	1,607	1,033	764	508	334	187	47	19	14
2018	양천구	목3동	외국인	186	11	1	5	2	11	23	24	27	19	14	17	14	8	6	2	1	1	-	-	-	-
2018	양천구	목4동	계	27,289	666	1,023	1,554	2,335	2,358	1,826	1,459	1,734	2,079	3,090	2,698	2,118	1,442	965	814	553	342	150	60	15	8
2018	양천구	목4동	한국인	27,091	659	1,016	1,546	2,331	2,349	1,804	1,438	1,711	2,062	3,064	2,674	2,098	1,437	962	813	552	342	150	60	15	8
2018	양천구	목4동	외국인	198	7	7	8	4	9	22	21	23	17	26	24	20	5	3	1	1	-	-	-	-	-
2018	양천구	신월1동	계	22,379	612	684	675	890	1,406	1,525	1,472	1,760	1,621	1,910	2,011	2,263	1,914	1,368	991	676	348	160	60	22	11
2018	양천구	신월1동	한국인	22,026	598	676	672	888	1,392	1,490	1,422	1,726	1,591	1,871	1,962	2,214	1,895	1,364	989	676	348	159	60	22	11
2018	양천구	신월1동	외국인	353	14	8	3	2	14	35	50	34	30	39	49	49	19	4	2	-	-	1	-	-	-
2018	양천구	신월2동	계	22,853	880	889	906	1,066	1,363	1,532	1,575	2,037	1,720	1,813	1,701	1,993	1,953	1,330	932	595	321	165	58	18	6
2018	양천구	신월2동	한국인	22,656	872	882	906	1,064	1,358	1,513	1,552	2,015	1,700	1,779	1,682	1,970	1,942	1,328	930	595	321	165	58	18	6
2018	양천구	신월2동	외국인	197	8	7	-	2	5	19	23	22	20	34	19	23	11	2	2	-	-	-	-	-	-
2018	양천구	신월3동	계	17,186	540	555	550	825	1,044	1,291	1,134	1,224	1,200	1,456	1,592	1,690	1,376	984	685	557	301	119	40	11	12
2018	양천구	신월3동	한국인	16,934	531	551	545	818	1,035	1,273	1,103	1,194	1,176	1,430	1,559	1,658	1,362	978	684	556	300	118	40	11	12
2018	양천구	신월3동	외국인	252	9	4	5	7	9	18	31	30	24	26	33	32	14	6	1	1	1	1	-	-	-
2018	양천구	신월4동	계	19,335	819	997	852	979	1,170	1,088	1,139	1,812	1,587	1,593	1,472	1,605	1,464	1,041	711	532	267	138	43	16	10
2018	양천구	신월4동	한국인	19,222	818	996	851	977	1,165	1,072	1,116	1,801	1,576	1,580	1,457	1,596	1,459	1,041	711	532	267	138	43	16	10
2018	양천구	신월4동	외국인	113	1	1	1	2	5	16	23	11	11	13	15	9	5	-	-	-	-	-	-	-	-
2018	양천구	신월5동	계	15,759	553	643	623	805	1,051	1,203	1,159	1,314	1,159	1,274	1,350	1,394	1,133	752	589	404	221	86	25	14	7
2018	양천구	신월5동	한국인	15,611	550	636	622	800	1,049	1,191	1,134	1,304	1,144	1,261	1,324	1,374	1,127	751	588	403	221	86	25	14	7
2018	양천구	신월5동	외국인	148	3	7	1	5	2	12	25	10	15	13	26	20	6	1	1	1	-	-	-	-	-
2018	양천구	신월6동	계	6,815	192	251	332	410	434	404	369	508	500	597	554	652	568	387	282	195	107	39	18	4	12
2018	양천구	신월6동	한국인	6,780	191	251	330	410	432	401	365	508	496	591	544	650	568	386	282	195	107	39	18	4	12
2018	양천구	신월6동	외국인	35	1	-	2	-	2	3	4	-	4	6	10	2	-	1	-	-	-	-	-	-	-
