"메인 키","기관 코드","유형1","유형2","대표 기관명","전체 기관명","최하위 기관명","대표 전화번호","새 우편번호","지번 주소","도로명 주소","행정 시","행정 구","행정 동"
"BE_LiST31-0279","3210050","지자체","8읍면동_동","서울특별시","서울특별시 서초구 방배본동주민센터","방배본동주민센터","02-2155-7728","06557","","서울특별시 서초구 동광로19길 38 (","서울특별시","서초구","방배본동"
"BE_LiST31-0280","3210040","지자체","8읍면동_동","서울특별시","서울특별시 서초구 서초1동주민센터","서초1동주민센터","02-2155-7421","06637","","서울특별시 서초구 사임당로 89","서울특별시","서초구","서초1동"
"BE_LiST31-0281","3210041","지자체","8읍면동_동","서울특별시","서울특별시 서초구 서초2동주민센터","서초2동주민센터","02-2155-7451","06624","","서울특별시 서초구 서초대로 70길 51","서울특별시","서초구","서초2동"
"BE_LiST31-0147","3160059","지자체","8읍면동_동","서울특별시","서울특별시 구로구 수궁동주민센터","수궁동주민센터","02-2620-7650","08256","","서울특별시 구로구 오리로15길 32 (수궁동주민센터))","서울특별시","구로구","수궁동"
"BE_LiST31-0148","3160041","지자체","8읍면동_동","서울특별시","서울특별시 구로구 신도림동주민센터","신도림동주민센터","02-2620-7100","08211","","서울특별시 구로구 신도림로 40 (신도림동주민센터)","서울특별시","구로구","신도림동"
"BE_LiST31-0149","3160057","지자체","8읍면동_동","서울특별시","서울특별시 구로구 오류1동주민센터","오류1동주민센터","02-2620-7450","08267","","서울특별시 구로구 경인로 221 (오류1동주민센터))","서울특별시","구로구","오류1동"
"BE_LiST31-0150","3160058","지자체","8읍면동_동","서울특별시","서울특별시 구로구 오류2동주민센터","오류2동주민센터","02-2620-7550","08342","","서울특별시 구로구 오류로 45 (오류2동주민센터)","서울특별시","구로구","오류2동"
"BE_LiST31-0151","3170042","지자체","8읍면동_동","서울특별시","서울특별시 금천구 가산동주민센터","가산동주민센터","02-839-0941","08516","","서울특별시 금천구 가산로 129 (가산동)","서울특별시","금천구","가산동"
"BE_LiST31-0152","3170043","지자체","8읍면동_동","서울특별시","서울특별시 금천구 독산1동주민센터","독산1동주민센터","02-839-1831","08523","","서울특별시 금천구 시흥대로123길 11 (독산동)","서울특별시","금천구","독산1동"
"BE_LiST31-0153","3170044","지자체","8읍면동_동","서울특별시","서울특별시 금천구 독산2동주민센터","독산2동주민센터","02-809-4861","08617","","서울특별시 금천구 범안로 1240 (독산동)","서울특별시","금천구","독산2동"
"BE_LiST31-0154","3170045","지자체","8읍면동_동","서울특별시","서울특별시 금천구 독산3동주민센터","독산3동주민센터","02-857-4171","08541","","서울특별시 금천구 독산로 317 (독산동)","서울특별시","금천구","독산3동"
"BE_LiST31-0155","3170046","지자체","8읍면동_동","서울특별시","서울특별시 금천구 독산4동주민센터","독산4동주민센터","02-839-5911","08558","","서울특별시 금천구 독산로 232 (독산동)","서울특별시","금천구","독산4동"
"BE_LiST31-0156","3170049","지자체","8읍면동_동","서울특별시","서울특별시 금천구 시흥1동주민센터","시흥1동주민센터","02-805-7841","08628","","서울특별시 금천구 시흥대로58길 36 (시흥동)","서울특별시","금천구","시흥1동"
"BE_LiST31-0157","3170050","지자체","8읍면동_동","서울특별시","서울특별시 금천구 시흥2동주민센터","시흥2동주민센터","02-896-6141","08645","","서울특별시 금천구 금하로 764 (시흥동. 금천종합복지타운)","서울특별시","금천구","시흥2동"
"BE_LiST31-0158","3170051","지자체","8읍면동_동","서울특별시","서울특별시 금천구 시흥3동주민센터","시흥3동주민센터","02-891-8770","08653","","서울특별시 금천구 시흥대로18길 40 (시흥동)","서울특별시","금천구","시흥3동"
"BE_LiST31-0159","3170052","지자체","8읍면동_동","서울특별시","서울특별시 금천구 시흥4동주민센터","시흥4동주민센터","02-896-6051","08569","","서울특별시 금천구 독산로36길 14 (시흥동)","서울특별시","금천구","시흥4동"
"BE_LiST31-0160","3170053","지자체","8읍면동_동","서울특별시","서울특별시 금천구 시흥5동주민센터","시흥5동주민센터","02-809-3911","08573","","서울특별시 금천구 금하로21길 20 (시흥동)","서울특별시","금천구","시흥5동"
"BE_LiST31-0161","3100189","지자체","8읍면동_동","서울특별시","서울특별시 노원구 공릉1동주민센터","공릉1동주민센터","02-2116-2511","01844","","서울특별시 노원구 동일로186길 3-24 (공릉동)","서울특별시","노원구","공릉1동"
"BE_LiST31-0162","3100045","지자체","8읍면동_동","서울특별시","서울특별시 노원구 공릉2동주민센터","공릉2동주민센터","02-2116-2545","01823","","서울특별시 노원구 노원로1길 68 (공릉동)","서울특별시","노원구","공릉2동"
"BE_LiST31-0163","3100063","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계10동주민센터","상계10동주민센터","02-2116-2966","01676","","서울특별시 노원구 노원로 530 (상계동)","서울특별시","노원구","상계10동"
"BE_LiST31-0164","3100054","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계1동주민센터","상계1동주민센터","02-2116-2756","01604","","서울특별시 노원구 동일로 1697 (상계동)","서울특별시","노원구","상계1동"
"BE_LiST31-0165","3100055","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계2동주민센터","상계2동주민센터","02-2116-2782","01684","","서울특별시 노원구 상계로23길 17 (상계동)","서울특별시","노원구","상계2동"
"BE_LiST31-0166","3100128","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계3.4동주민센터","상계3.4동주민센터","02-2116-2812","01633","","서울특별시 노원구 덕릉로 859 (상계동)","서울특별시","노원구","상계3.4동"
"BE_LiST31-0167","3100058","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계5동주민센터","상계5동주민센터","02-2116-2841","01667","","서울특별시 노원구 한글비석로 434 (상계동)","서울특별시","노원구","상계5동"
"BE_LiST31-0168","3100129","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계6.7동주민센터","상계6.7동주민센터","02-2116-2870","01752","","서울특별시 노원구 노원로 429 (상계동)","서울특별시","노원구","상계6.7동"
"BE_LiST31-0169","3100061","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계8동주민센터","상계8동주민센터","02-2116-2903","01619","","서울특별시 노원구 동일로227길 97 (상계동)","서울특별시","노원구","상계8동"
"BE_LiST31-0170","3100062","지자체","8읍면동_동","서울특별시","서울특별시 노원구 상계9동주민센터","상계9동주민센터","02-2116-2935","01678","","서울특별시 노원구 한글비석로 487 (상계동)","서울특별시","노원구","상계9동"
"BE_LiST31-0171","3100040","지자체","8읍면동_동","서울특별시","서울특별시 노원구 월계1동주민센터","월계1동주민센터","02-2116-2417","01896","","서울특별시 노원구 석계로 59 (월계동)","서울특별시","노원구","월계1동"
"BE_LiST31-0172","3100041","지자체","8읍면동_동","서울특별시","서울특별시 노원구 월계2동주민센터","월계2동주민센터","02-2116-2450","01868","","서울특별시 노원구 초안산로5길 28 (월계동)","서울특별시","노원구","월계2동"
"BE_LiST31-0173","3100042","지자체","8읍면동_동","서울특별시","서울특별시 노원구 월계3동주민센터","월계3동주민센터","02-2116-2482","01911","","서울특별시 노원구 마들로 57 (월계동)","서울특별시","노원구","월계3동"
"BE_LiST31-0174","3100050","지자체","8읍면동_동","서울특별시","서울특별시 노원구 중계1동주민센터","중계1동주민센터","02-2116-2663","01713","","서울특별시 노원구 한글비석로 279 (중계동)","서울특별시","노원구","중계1동"
"BE_LiST31-0060","3240055","지자체","8읍면동_동","서울특별시","서울특별시 강동구 성내3동주민센터","성내3동주민센터","02-3425-7820","05405","","서울특별시 강동구 강동대로53길 76 (성내동)","서울특별시","강동구","성내3동"
"BE_LiST31-0061","3240045","지자체","8읍면동_동","서울특별시","서울특별시 강동구 암사1동주민센터","암사1동주민센터","02-3425-7580","05262","","서울특별시 강동구 올림픽로98가길 57 (암사동)","서울특별시","강동구","암사1동"
"BE_LiST31-0062","3240046","지자체","8읍면동_동","서울특별시","서울특별시 강동구 암사2동주민센터","암사2동주민센터","02-3425-7610","05241","","서울특별시 강동구 상암로3길 28 (암사동)","서울특별시","강동구","암사2동"
"BE_LiST31-0063","3240047","지자체","8읍면동_동","서울특별시","서울특별시 강동구 암사3동주민센터","암사3동주민센터","02-3425-7640","05236","","서울특별시 강동구 고덕로 137 (암사동)","서울특별시","강동구","암사3동"
"BE_LiST31-0064","3240049","지자체","8읍면동_동","서울특별시","서울특별시 강동구 천호1동주민센터","천호1동주민센터","02-3425-7670","05312","","서울특별시 강동구 구천면로42길 59 (천호동)","서울특별시","강동구","천호1동"
"BE_LiST31-0065","3240050","지자체","8읍면동_동","서울특별시","서울특별시 강동구 천호2동주민센터","천호2동주민센터","02-3425-7700","05327","","서울특별시 강동구 올림픽로 698 (천호동)","서울특별시","강동구","천호2동"
"BE_LiST31-0066","3240051","지자체","8읍면동_동","서울특별시","서울특별시 강동구 천호3동주민센터","천호3동주민센터","02-3425-7730","05334","","서울특별시 강동구 진황도로23길 7 (천호동)","서울특별시","강동구","천호3동"
"BE_LiST31-0067","3080126","지자체","8읍면동_동","서울특별시","서울특별시 강북구 미아동주민센터","미아동주민센터","02-901-2024","01133","","서울특별시 강북구 솔매로49길 14 1층","서울특별시","강북구","미아동"
"BE_LiST31-0068","3080049","지자체","8읍면동_동","서울특별시","서울특별시 강북구 번1동주민센터","번1동주민센터","02-901-2064","01064","","서울특별시 강북구 덕릉로41길 74","서울특별시","강북구","번1동"
"BE_LiST31-0069","3080050","지자체","8읍면동_동","서울특별시","서울특별시 강북구 번2동주민센터","번2동주민센터","02-901-2072","01145","","서울특별시 강북구 한천로 897","서울특별시","강북구","번2동"
"BE_LiST31-0070","3080051","지자체","8읍면동_동","서울특별시","서울특별시 강북구 번3동주민센터","번3동주민센터","02-901-2084","01230","","서울특별시 강북구 한천로105길 21","서울특별시","강북구","번3동"
"BE_LiST31-0071","3080129","지자체","8읍면동_동","서울특별시","서울특별시 강북구 삼각산동주민센터","삼각산동주민센터","02-901-2052","01196","","서울특별시 강북구 삼양로19길 102","서울특별시","강북구","삼각산동"
"BE_LiST31-0072","3080125","지자체","8읍면동_동","서울특별시","서울특별시 강북구 삼양동주민센터","삼양동주민센터","02-901-2014","01121","","서울특별시 강북구 삼양로 268","서울특별시","강북구","삼양동"
"BE_LiST31-0073","3080127","지자체","8읍면동_동","서울특별시","서울특별시 강북구 송중동주민센터","송중동주민센터","02-901-2232","01233","","서울특별시 강북구 오패산로 162","서울특별시","강북구","송중동"
"BE_LiST31-0074","3080128","지자체","8읍면동_동","서울특별시","서울특별시 강북구 송천동주민센터","송천동주민센터","02-901-2042","01202","","서울특별시 강북구 솔샘로 284","서울특별시","강북구","송천동"
"BE_LiST31-0075","3080052","지자체","8읍면동_동","서울특별시","서울특별시 강북구 수유1동주민센터","수유1동주민센터","02-901-2094","01103","","서울특별시 강북구 삼양로 299","서울특별시","강북구","수유1동"
"BE_LiST31-0076","3080053","지자체","8읍면동_동","서울특별시","서울특별시 강북구 수유2동주민센터","수유2동주민센터","02-901-2104","01040","","서울특별시 강북구 한천로 1117","서울특별시","강북구","수유2동"
"BE_LiST31-0077","3080054","지자체","8읍면동_동","서울특별시","서울특별시 강북구 수유3동주민센터","수유3동주민센터","02-901-2112","01072","","서울특별시 강북구 노해로 36","서울특별시","강북구","수유3동"
"BE_LiST31-0078","3080130","지자체","8읍면동_동","서울특별시","서울특별시 강북구 우이동주민센터","우이동주민센터","02-901-2123","01011","","서울특별시 강북구 삼양로139길 49","서울특별시","강북구","우이동"
"BE_LiST31-0079","3080131","지자체","8읍면동_동","서울특별시","서울특별시 강북구 인수동주민센터","인수동주민센터","02-901-2132","01021","","서울특별시 강북구 인수봉로 255","서울특별시","강북구","인수동"
"BE_LiST31-0080","3150056","지자체","8읍면동_동","서울특별시","서울특별시 강서구 가양1동주민센터","가양1동주민센터","02-2600-7785","07529","","서울특별시 강서구 허준로 30 (가양동)","서울특별시","강서구","가양1동"
"BE_LiST31-0081","3150057","지자체","8읍면동_동","서울특별시","서울특별시 강서구 가양2동주민센터","가양2동주민센터","02-2600-7825","07525","","서울특별시 강서구 허준로 93 (가양동)","서울특별시","강서구","가양2동"
"BE_LiST31-0111","3200159","지자체","8읍면동_동","서울특별시","서울특별시 관악구 신림동주민센터","신림동주민센터","02-879-4501","08707","","서울특별시 관악구 신림동길 14","서울특별시","관악구","신림동"
"BE_LiST31-0112","3200160","지자체","8읍면동_동","서울특별시","서울특별시 관악구 신사동주민센터","신사동주민센터","02-879-4531","08762","","서울특별시 관악구 조원로 142","서울특별시","관악구","신사동"
"BE_LiST31-0113","3200165","지자체","8읍면동_동","서울특별시","서울특별시 관악구 신원동주민센터","신원동주민센터","02-879-4711","08774","","서울특별시 관악구 신원로3길 13-6","서울특별시","관악구","신원동"
"BE_LiST31-0114","3200151","지자체","8읍면동_동","서울특별시","서울특별시 관악구 은천동주민센터","은천동주민센터","02-879-4231","08750","","서울특별시 관악구 봉천로33나길 30","서울특별시","관악구","은천동"
"BE_LiST31-0115","3200158","지자체","8읍면동_동","서울특별시","서울특별시 관악구 인헌동주민센터","인헌동주민센터","02-879-4441","08793","","서울특별시 관악구 남부순환로246가길 20","서울특별시","관악구","인헌동"
"BE_LiST31-0116","3200161","지자체","8읍면동_동","서울특별시","서울특별시 관악구 조원동주민센터","조원동주민센터","02-879-4561","08766","","서울특별시 관악구 조원로12길 25","서울특별시","관악구","조원동"
"BE_LiST31-0117","3200153","지자체","8읍면동_동","서울특별시","서울특별시 관악구 중앙동주민센터","중앙동주민센터","02-879-4291","08746","","서울특별시 관악구 양녕로6다길 7","서울특별시","관악구","중앙동"
"BE_LiST31-0118","3200156","지자체","8읍면동_동","서울특별시","서울특별시 관악구 청룡동주민센터","청룡동주민센터","02-879-4381","08830","","서울특별시 관악구 쏙고개로 44","서울특별시","관악구","청룡동"
"BE_LiST31-0119","3200154","지자체","8읍면동_동","서울특별시","서울특별시 관악구 청림동주민센터","청림동주민센터","02-879-4321","08730","","서울특별시 관악구 관악로 40길 39","서울특별시","관악구","청림동"
"BE_LiST31-0120","3200155","지자체","8읍면동_동","서울특별시","서울특별시 관악구 행운동주민센터","행운동주민센터","02-879-4351","08739","","서울특별시 관악구 행운1길 43","서울특별시","관악구","행운동"
"BE_LiST31-0121","3040047","지자체","8읍면동_동","서울특별시","서울특별시 광진구 광장동주민센터","광장동주민센터","02-450-1509","04968","","서울특별시 광진구 광장로 52 (광장동)","서울특별시","광진구","광장동"
"BE_LiST31-0122","3040053","지자체","8읍면동_동","서울특별시","서울특별시 광진구 구의1동주민센터","구의1동주민센터","02-450-1506","05038","","서울특별시 광진구 광나루로36길 56 (구의동)","서울특별시","광진구","구의1동"
"BE_LiST31-0123","3040054","지자체","8읍면동_동","서울특별시","서울특별시 광진구 구의2동주민센터","구의2동주민센터","02-450-1507","04979","","서울특별시 광진구 천호대로136길 55 (구의동)","서울특별시","광진구","구의2동"
"BE_LiST31-0124","3040055","지자체","8읍면동_동","서울특별시","서울특별시 광진구 구의3동주민센터","구의3동주민센터","02-450-1508","05047","","서울특별시 광진구 강변역로 17 (구의동)","서울특별시","광진구","구의3동"
"BE_LiST31-0125","3040041","지자체","8읍면동_동","서울특별시","서울특별시 광진구 군자동주민센터","군자동주민센터","02-450-1516","04996","","서울특별시 광진구 군자로 151 (군자동)","서울특별시","광진구","군자동"
"BE_LiST31-0126","3040046","지자체","8읍면동_동","서울특별시","서울특별시 광진구 능동주민센터","능동주민센터","02-450-1505","04989","","서울특별시 광진구 천호대로112길 55 (능동)","서울특별시","광진구","능동"
"BE_LiST31-0127","3040048","지자체","8읍면동_동","서울특별시","서울특별시 광진구 자양1동주민센터","자양1동주민센터","02-450-1510","05058","","서울특별시 광진구 자양로13길 37 (자양동)","서울특별시","광진구","자양1동"
"BE_LiST31-0128","3040049","지자체","8읍면동_동","서울특별시","서울특별시 광진구 자양2동주민센터","자양2동주민센터","02-450-1511","05106","","서울특별시 광진구 자양로3가길 26 (자양동)","서울특별시","광진구","자양2동"
"BE_LiST31-0129","3040050","지자체","8읍면동_동","서울특별시","서울특별시 광진구 자양3동주민센터","자양3동주민센터","02-450-1512","05091","","서울특별시 광진구 뚝섬로 568 (자양동)","서울특별시","광진구","자양3동"
"BE_LiST31-0130","3040123","지자체","8읍면동_동","서울특별시","서울특별시 광진구 자양제4동주민센터","자양제4동주민센터","02-450-1513","05084","","서울특별시 광진구 뚝섬로 26길 58 (자양동)","서울특별시","광진구","자양4동"
"BE_LiST31-0131","3040042","지자체","8읍면동_동","서울특별시","서울특별시 광진구 중곡1동주민센터","중곡1동주민센터","02-450-1501","04915","","서울특별시 광진구 긴고랑로12길 49 (중곡동)","서울특별시","광진구","중곡1동"
"BE_LiST31-0132","3040043","지자체","8읍면동_동","서울특별시","서울특별시 광진구 중곡2동주민센터","중곡2동주민센터","02-450-1502","04927","","서울특별시 광진구 능동로 345 (중곡2동)","서울특별시","광진구","중곡1동"
"BE_LiST31-0133","3040044","지자체","8읍면동_동","서울특별시","서울특별시 광진구 중곡3동주민센터","중곡3동주민센터","02-450-1503","04905","","서울특별시 광진구 동일로 76가길 28 (중곡동)","서울특별시","광진구","중곡3동"
"BE_LiST31-0134","3040045","지자체","8읍면동_동","서울특별시","서울특별시 광진구 중곡4동주민센터","중곡4동주민센터","02-450-1504","04944","","서울특별시 광진구 긴고랑로 131 (중곡4동)","서울특별시","광진구","중곡4동"
"BE_LiST31-0135","3040040","지자체","8읍면동_동","서울특별시","서울특별시 광진구 화양동주민센터","화양동주민센터","02-450-1515","05010","","서울특별시 광진구 능동로17길 39 (화양동)","서울특별시","광진구","화양동"
"BE_LiST31-0136","3160144","지자체","8읍면동_동","서울특별시","서울특별시 구로구 가리봉동주민센터","가리봉동주민센터","02-2620-7700","08389","","서울특별시 구로구 디지털로26길 5 (가리봉동주민센터)","서울특별시","구로구","구로3동"
"BE_LiST31-0137","3160053","지자체","8읍면동_동","서울특별시","서울특별시 구로구 개봉1동주민센터","개봉1동주민센터","02-2620-7150","08237","","서울특별시 구로구 경인로 33길 51 (개봉1동주민센터)","서울특별시","구로구","개봉1동"
"BE_LiST31-0138","3160054","지자체","8읍면동_동","서울특별시","서울특별시 구로구 개봉2동주민센터","개봉2동주민센터","02-2620-7250","08332","","서울특별시 구로구 개봉로16가길 17 (개봉2동주민센터)","서울특별시","구로구","개봉2동"
"BE_LiST31-0139","3160055","지자체","8읍면동_동","서울특별시","서울특별시 구로구 개봉3동주민센터","개봉3동주민센터","02-2620-7350","08353","","서울특별시 구로구 개봉로3길 47-5 (개봉3동주민센터)","서울특별시","구로구","개봉3동"
"BE_LiST31-0140","3160051","지자체","8읍면동_동","서울특별시","서울특별시 구로구 고척1동주민센터","고척1동주민센터","02-2620-7800","08225","","서울특별시 구로구 중앙로3길 18-8 (고척1동주민센터)","서울특별시","구로구","고척1동"
"BE_LiST31-0141","3160052","지자체","8읍면동_동","서울특별시","서울특별시 구로구 고척2동주민센터","고척2동주민센터","02-2620-7900","08240","","서울특별시 구로구 중앙로15길 22 (고척2동주민센터)","서울특별시","구로구","고척2동"
"BE_LiST31-0142","3160042","지자체","8읍면동_동","서울특별시","서울특별시 구로구 구로1동주민센터","구로1동주민센터","02-2620-7200","08324","","서울특별시 구로구 구일로4길 57 (구로1동주민센터)","서울특별시","구로구","구로1동"
"BE_LiST31-0143","3160043","지자체","8읍면동_동","서울특별시","서울특별시 구로구 구로2동주민센터","구로2동주민센터","02-2620-7300","08309","","서울특별시 구로구 구로동로 141 (구로2동주민센터))","서울특별시","구로구","구로2동"
"BE_LiST31-0144","3160044","지자체","8읍면동_동","서울특별시","서울특별시 구로구 구로3동주민센터","구로3동주민센터","02-2620-7400","08376","","서울특별시 구로구 디지털로31길 109 (구로동3동주민센터)","서울특별시","구로구","구로3동"
"BE_LiST31-0145","3160045","지자체","8읍면동_동","서울특별시","서울특별시 구로구 구로4동주민센터","구로4동주민센터","02-2620-7500","08312","","서울특별시 구로구 구로동로28길 94 (구로동4동주민센터)","서울특별시","구로구","구로4동"
"BE_LiST31-0146","3160046","지자체","8읍면동_동","서울특별시","서울특별시 구로구 구로5동주민센터","구로5동주민센터","02-2620-7600","08299","","서울특별시 구로구 구로중앙로28길 66 (구로5동주민센터)","서울특별시","구로구","구로5동"
"BE_LiST31-0082","3150058","지자체","8읍면동_동","서울특별시","서울특별시 강서구 가양3동주민센터","가양3동주민센터","02-2600-7865","07532","","서울특별시 강서구 허준로 202 (가양동)","서울특별시","강서구","가양3동"
"BE_LiST31-0083","3150061","지자체","8읍면동_동","서울특별시","서울특별시 강서구 공항동주민센터","공항동주민센터","02-2600-7935","07627","","서울특별시 강서구 송정로 45 (공항동)","서울특별시","강서구","공항동"
"BE_LiST31-0084","3150044","지자체","8읍면동_동","서울특별시","서울특별시 강서구 등촌1동주민센터","등촌1동주민센터","02-2600-7365","07569","","서울특별시 강서구 공항대로53가길 55 (등촌동)","서울특별시","강서구","등촌1동"
"BE_LiST31-0085","3150045","지자체","8읍면동_동","서울특별시","서울특별시 강서구 등촌2동주민센터","등촌2동주민센터","02-2600-7395","07671","","서울특별시 강서구 등촌 143 (등촌동)","서울특별시","강서구","등촌2동"
"BE_LiST31-0086","3150046","지자체","8읍면동_동","서울특별시","서울특별시 강서구 등촌3동주민센터","등촌3동주민센터","02-2600-7445","07588","","서울특별시 강서구 화곡로63길 96 (등촌동)","서울특별시","강서구","등촌3동"
"BE_LiST31-0087","3150059","지자체","8읍면동_동","서울특별시","서울특별시 강서구 발산1동주민센터","발산1동주민센터","02-2600-7895","07633","","서울특별시 강서구 강서로47길 54 (내발산동)","서울특별시","강서구","발산1동"
"BE_LiST31-0088","3150062","지자체","8읍면동_동","서울특별시","서울특별시 강서구 방화1동주민센터","방화1동주민센터","02-2600-7975","07604","","서울특별시 강서구 방화동로 124-1 (방화동)","서울특별시","강서구","방화1동"
"BE_LiST31-0089","3150063","지자체","8읍면동_동","서울특별시","서울특별시 강서구 방화2동주민센터","방화2동주민센터","02-2600-5235","07612","","서울특별시 강서구 개화동로 23길 20 (방화동)","서울특별시","강서구","방화2동"
"BE_LiST31-0175","3100133","지자체","8읍면동_동","서울특별시","서울특별시 노원구 중계23동주민센터","중계23동주민센터","02-2116-2695","01787","","서울특별시 노원구 노원로17길 56 (중계동)","서울특별시","노원구","중계2.3동"
"BE_LiST31-0176","3100053","지자체","8읍면동_동","서울특별시","서울특별시 노원구 중계4동주민센터","중계4동주민센터","02-2116-2721","01717","","서울특별시 노원구 덕릉로82길 50 (중계동)","서울특별시","노원구","중계4동"
"BE_LiST31-0177","3100049","지자체","8읍면동_동","서울특별시","서울특별시 노원구 중계본동주민센터","중계본동주민센터","02-2116-2632","01739","","서울특별시 노원구 중계로 143 (중계동)","서울특별시","노원구","중계본동"
"BE_LiST31-0178","3100047","지자체","8읍면동_동","서울특별시","서울특별시 노원구 하계1동주민센터","하계1동주민센터","02-2116-2570","01791","","서울특별시 노원구 노원로 261 (하계동)","서울특별시","노원구","하계1동"
"BE_LiST31-0179","3100048","지자체","8읍면동_동","서울특별시","서울특별시 노원구 하계2동주민센터","하계2동주민센터","02-2116-2601","01863","","서울특별시 노원구 공릉로55길 88 (하계동)","서울특별시","노원구","하계2동"
"BE_LiST31-0180","3090045","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 도봉1동주민센터","도봉1동주민센터","02-2091-5893","01306","","서울특별시 도봉구 도봉로169나길 22 (도봉동)","서울특별시","도봉구","도봉1동"
"BE_LiST31-0181","3090046","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 도봉2동주민센터","도봉2동주민센터","02-2091-5894","01300","","서울특별시 도봉구 마들로 668 (도봉동)","서울특별시","도봉구","도봉2동"
"BE_LiST31-0182","3090051","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 방학1동주민센터","방학1동주민센터","02-2091-5885","01345","","서울특별시 도봉구 방학로2길 27 (방학동)","서울특별시","도봉구","방학1동"
"BE_LiST31-0183","3090052","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 방학2동주민센터","방학2동주민센터","02-2091-5886","01347","","서울특별시 도봉구 시루봉로 226 (방학동)","서울특별시","도봉구","방학2동"
"BE_LiST31-0184","3090053","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 방학3동주민센터","방학3동주민센터","02-2091-5667","01382","","서울특별시 도봉구 시루봉로 94 (방학동)","서울특별시","도봉구","방학3동"
"BE_LiST31-0185","3090047","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 쌍문1동주민센터","쌍문1동주민센터","02-2091-5881","01381","","서울특별시 도봉구 노해로 147 (쌍문동)","서울특별시","도봉구","쌍문1동"
"BE_LiST31-0186","3090048","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 쌍문2동주민센터","쌍문2동주민센터","02-2091-5882","01395","","서울특별시 도봉구 방학로3길 117 (쌍문동)","서울특별시","도봉구","쌍문2동"
"BE_LiST31-0187","3090049","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 쌍문3동주민센터","쌍문3동주민센터","02-2091-5883","01445","","서울특별시 도봉구 노해로44길 9 (쌍문동)","서울특별시","도봉구","쌍문3동"
"BE_LiST31-0188","3090050","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 쌍문4동주민센터","쌍문4동주민센터","02-2091-5884","01429","","서울특별시 도봉구 시루봉로 62-7 ( 쌍문동)","서울특별시","도봉구","쌍문4동"
"BE_LiST31-0189","3090040","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 창1동주민센터","창1동주민센터","02-2091-5888","01421","","서울특별시 도봉구 해등로 46 (창동)","서울특별시","도봉구","창1동"
"BE_LiST31-0190","3090041","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 창2동주민센터","창2동주민센터","02-2091-5889","01466","","서울특별시 도봉구 덕릉로59길 73-3 (창동)","서울특별시","도봉구","창2동"
"BE_LiST31-0191","3090042","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 창3동주민센터","창3동주민센터","02-2091-5890","01487","","서울특별시 도봉구 덕릉로62길 89 (창동)","서울특별시","도봉구","창3동"
"BE_LiST31-0192","3090043","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 창4동주민센터","창4동주민센터","02-2091-5891","01418","","서울특별시 도봉구 노해로 390 (창동)","서울특별시","도봉구","창4동"
"BE_LiST31-0193","3090044","지자체","8읍면동_동","서울특별시","서울특별시 도봉구 창5동주민센터","창5동주민센터","02-2091-5892","01400","","서울특별시 도봉구 도봉로136나길 20 (창동)","서울특별시","도봉구","창5동"
"BE_LiST31-0194","3050049","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 답십리1동주민센터","답십리1동주민센터","02-2171-6222","02603","","서울특별시 동대문구 고미술로 12 (답십리동 혜민빌딩23층)","서울특별시","동대문구","답십리1동"
"BE_LiST31-0195","3050050","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 답십리2동주민센터","답십리2동주민센터","02-2171-6243","02616","","서울특별시 동대문구 한천로11길 18 (답십리동)","서울특별시","동대문구","답십리2동"
"BE_LiST31-0196","3050134","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 용신동주민센터","용신동주민센터","02-2171-6023","02567","","서울특별시 동대문구 천호대로27길 35 (용두동)","서울특별시","동대문구","용신동"
"BE_LiST31-0197","3050063","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 이문1동주민센터","이문1동주민센터","02-2171-6463","02426","","서울특별시 동대문구 외대역동로 114-1 (이문동)","서울특별시","동대문구","이문1동"
"BE_LiST31-0198","3050064","지자체","8읍면동_동","서울특별시","서울특별시 동대문구 이문2동주민센터","이문2동주민센터","02-2171-6502","02409","","서울특별시 동대문구 신이문로 27-5 (이문동)","서울특별시","동대문구","이문2동"
